,beta,cost,demandIntercept,demandSlope,fitnessNaiveAgents,fitnessRationalAgents,supplySlope,w
0,1.4680437992891093,3.699408955156093,0.43683862021412045,1.0132870828226694,-1.1319843408481605,-0.5824450063952087,1.2268511076492974,0.17433713104646364
1,4.773883529907169,1.627794327916146,0.1280215312328915,1.0331272792047128,0.01746742627679332,0.25632730679587157,1.4344240489337188,0.1613013574613067
2,2.1838718961240424,1.7344423180945507,0.5022119372635595,1.027899171780052,-1.0061649827510477,1.8301486931626454,1.0990152495055163,0.7302112221076079
3,0.5493513776692727,0.6682047299162192,0.9176011017765259,1.052799632640784,-0.9433767192012503,0.9608976501086004,1.6798426349243751,0.9142740313329324
4,3.4906692572057274,3.467662728486773,0.9692327737143371,1.0678369655667022,0.6638179798017565,-1.1635392354617742,1.1052924753275586,0.2602997503951021
5,7.2554471093616595,1.6931979748028008,0.2964634197749567,1.0615073941250912,1.3514971005413328,-1.1599710168670754,1.0332640135030664,0.9991659583197321
6,1.3635696068833147,0.6468361802232353,0.8892932382342159,1.0757863022383236,-0.2039505944147595,-1.556702296627149,1.2018195916397127,0.5694643407687214
7,5.486579741602075,1.3062398935394066,0.9607195830724073,1.048746851416761,-1.2910391125839165,0.4071690632833098,1.3330389385151837,0.26595682927047637
8,7.677765331113569,3.161298856854795,0.012819965583801385,1.0564248295745622,1.3056145842372255,0.06556391371409598,1.5825333780097073,0.17798802030044447
9,3.8183495372703957,1.5204613754638663,0.19849796326280844,1.07949628649921,-0.19164094386975838,-1.8730948046439693,1.9340476884539943,0.6508154571379635
10,5.555110252379247,0.22489615372777771,0.5827271442712405,1.0114735420278422,1.0883476553464169,1.725226612868874,1.535179998456984,0.2573695864123332
11,0.05695184945813114,2.9075663646138046,0.9972123916374981,1.073814509490827,1.6529551480561482,-1.6348501324119344,1.5918522036297866,0.24816459895250653
12,0.1272081896686117,0.2939446912423199,0.31941419864457077,1.0359458990171033,1.9008806523441275,-0.2649114118429621,1.5624871391429669,0.07858430346232648
13,3.613385905537372,1.575630468460119,0.4039251775925674,1.0970328053126694,1.6708151697175655,1.687870199737627,1.566158492236588,0.559920331437731
14,9.55104032337118,1.604812546261214,0.775233667804199,1.0879519114729972,-0.08910265727906719,-1.6839112688806512,1.1591155138129343,0.6530761156220665
15,9.911603596863221,0.33828588940920723,0.0874279718281048,1.0667283124162805,0.46671763993089277,-1.2349463084994134,1.8962831227261345,0.4076288583933525
16,2.2254353984899278,4.537609179491404,0.23503702937605597,1.065462867772696,0.3726927782744598,1.9743035854916084,1.712119319185203,0.41506352948619096
17,9.34793126347423,4.600980694284462,0.8256906505613759,1.0449650143744655,-0.8047240943327334,-1.4197679658325892,1.0213377075297716,0.8885650464884933
