,0
0,0.08483808110147993
1,0.06890811775107909
2,0.3479392772881978
3,0.057255190262677724
4,0.09180965094674129
5,0.10316111374282005
6,0.08629242602257124
7,0.08752886222685913
8,0.1275930513726847
9,0.09706517926521023
10,0.07364100061929447
11,0.09334024879526913
12,0.05483658176767491
13,0.07932284793616447
14,1.073143747656351
15,0.8988483554515818
16,0.07303657527692778
17,0.06694795944949339
18,0.43781845516823564
19,0.0774125636205853
20,0.24942277920056996
21,0.0
22,0.06287399853623034
23,0.07211683428746034
24,0.08723018017280249
25,0.12776052166632337
26,0.07124043903032813
27,0.18419594665231973
28,0.07417152548092008
29,0.07387470591817147
30,0.4003130570888532
31,0.16739773608753647
32,0.08381119077616156
33,0.08672079203243925
34,0.04696552203045765
35,0.09540564496932488
36,0.04713127728901056
37,0.09151941321433343
38,0.871757291674388
39,0.10122595160905835
40,0.08469634536444108
41,0.07257034895139475
42,0.10283494839730199
43,0.0
44,0.12743860548793579
45,0.11473661559262782
46,0.37573415105506847
47,0.0
48,0.09036096361876739
49,0.14996753357944348
50,0.0661598243967188
51,0.24991484196459127
52,0.07632773675889631
53,0.07181668048775941
54,0.092051895715411
55,0.08062571975007282
56,0.0677226542504945
57,0.0
58,0.1717255950475485
59,0.08426462399944563
60,0.12367160860590522
61,0.08355664414389748
62,0.4182073741919028
63,0.7849706313853549
64,0.077845595807294
65,0.06743005417701727
66,0.07264511576040347
67,0.08132954349160566
68,0.08502117562231387
69,0.10921876994069551
70,0.06917607756638279
71,0.07478292929330144
72,0.23361006644514487
73,0.10767595107586823
74,0.05375733210021903
75,0.09543451487334695
76,0.07668812336831884
77,0.06312336747104091
78,1.07584928627702
79,0.3120877431824979
80,0.0
81,0.07718998249454055
82,0.18390182655944595
83,0.08366862833190439
84,0.10737707603856542
85,0.10742711522875215
86,0.05657562816171971
87,0.060105658102955324
88,0.08813971314768958
89,0.09134929174272681
90,0.08009727117785642
91,0.10943182039256774
92,0.09130382831866278
93,0.06576261126007171
94,0.9845814631620763
95,0.4677130983005252
96,0.21065137484960908
97,0.07591521559247301
98,0.07667316423038222
99,0.0825558931228527
100,0.07397944978974855
101,0.07002796692161153
102,0.3971028563590178
103,0.718649458139236
104,0.08299672005645803
105,0.057209653268779324
106,0.11169608034023025
107,0.06684412673085319
108,0.08918259514027735
109,0.13856511708071292
110,0.0
111,0.05303650360595261
112,0.13538212074668934
113,0.1164277286037726
114,0.08663751650878776
115,0.08256866239071488
116,0.07447064334220879
117,0.04620675455889531
118,0.6860498272663456
119,0.19531799031912808
120,0.0
121,0.088787256879515
122,0.14277681858198488
123,0.0758592549591551
124,0.09186298977586212
125,0.08798718823020084
126,0.058805498541293286
127,0.8912653683880122
128,0.044997709070446305
129,0.07595746483161608
130,0.0999347098228809
131,0.08495896138137708
132,0.1507803326301479
133,0.09829364159335592
134,0.0
135,0.058295844880479786
136,0.09170310505246243
137,0.05864454852441409
138,0.08562685474132477
139,0.26276769903087877
140,0.09446208869211936
141,0.0
142,0.8629931962650975
143,0.1623753183605767
144,0.07349296434827023
145,0.0
146,0.08928401810787202
147,0.0651354047757135
148,0.0799163344997472
149,0.10896970177556026
150,0.08487325850523668
151,0.05365479250237622
152,0.22405928314879567
153,0.08642253473188029
154,0.07207336896925003
155,0.052697984253718466
156,0.07600209675312405
157,0.07131877966913523
158,1.3256969542564128
159,0.07724286726495176
160,0.12288270973596246
161,0.1027782429056131
162,0.08189323773349474
163,0.1298320083920849
164,0.08053863278333061
165,0.0
166,0.11097171679657325
167,0.12239702219950356
168,0.06407176739139951
169,0.08430247704848778
170,0.09569421620007755
171,0.07976334717485288
172,0.10026419733205894
173,0.08403055069491677
174,0.0
175,0.05848059633846356
176,0.1461274313656609
177,0.08378945649263239
178,0.07538871794373593
179,0.07900614229807358
180,0.05293582485647762
181,0.07068173304507082
182,0.5344231918140658
183,0.7647245616963759
184,0.07483686152580653
185,0.07282496402083492
186,0.09209174103584208
187,0.0
188,0.07890121593595274
189,0.16700577708584124
190,0.2215176969548838
191,0.6111048573101171
192,0.08121628520096136
193,0.08294066573410179
194,0.7935490358073112
195,0.060138361837791414
196,0.1557163034190749
197,0.09798688069856042
198,0.07381900438930371
199,0.07581170495507232
200,0.08105732068168185
201,0.10861161035890486
202,0.07848371992115695
203,0.13548842056639201
204,0.0
205,0.06513507575168052
206,0.13391477868834437
207,0.573684745332851
208,0.08898852711964704
209,0.053351913322615505
210,0.09448558658791495
211,0.05658755050539668
212,0.1433052550792727
213,0.09360261229567195
214,0.08067556476324284
215,0.08356439268824198
216,0.13223619059803735
217,0.10854804854487587
218,0.0
219,0.08795263021310414
220,0.04820426518309033
221,0.07669259647612169
222,0.12513082442649237
223,0.059805961407617965
224,0.07684618038886579
225,0.1426615824612883
226,0.06878274853090137
227,0.17542021300306376
228,0.05264459155329919
229,0.07243056572292225
230,0.10054447937573613
231,0.06991596186456336
232,0.06682244660627053
233,0.07763069358904195
234,0.2413976264905206
235,0.09083399924035636
236,0.14040965649735032
237,0.0928055423149688
238,0.07445386490864413
239,0.10445955858519802
240,0.0925165115788828
241,0.08270958654514501
242,0.0
243,0.17484495240086148
244,0.05579177535874606
245,0.0830448140349232
246,0.09730117804828835
247,0.5201591504838273
248,0.084704829974993
249,0.05705969241360147
250,0.2691236956599332
251,0.06918378213517863
252,0.10921314557210744
253,0.1033957656768008
254,1.0141050935207716
255,0.07829245416787196
256,0.09220897773354735
257,0.0947001132593275
258,0.08689333332908232
259,0.09047005505133693
260,0.08207046111091562
261,0.0
262,0.3557953533054977
263,0.49859780966593703
264,0.06650799504352588
265,0.0857845416967606
266,0.11615118713970439
267,0.07285237309468397
268,0.1428136871247186
269,0.09512690306634472
270,0.0
271,0.05918298040925673
272,0.1899428468977619
273,0.09385180265520153
274,0.06536109003605066
275,0.0
276,0.0
277,0.06818184009293479
278,0.6618477455894901
279,0.5446930171782701
280,0.06052901852367941
281,0.07623414932692894
282,0.09146830321455048
283,0.04615318734375464
284,0.07450176465342986
285,0.14532288864997298
286,0.78331289715351
287,0.4306717169032899
288,0.06186624578735467
289,0.09199915305884301
290,0.1116284469224652
291,0.09026429926014097
292,0.11972709216880598
293,0.10499143856647777
294,0.06291497107525855
295,0.055100485252764154
296,0.0967811609157509
297,0.09508707597892588
298,0.07768698783049709
299,0.18758645873020574
300,0.08469661666176313
301,0.0
302,0.91754350096018
303,0.8300845255436415
304,0.04660660972975162
305,0.0619718547788877
306,0.09095329062365347
307,0.07523654537299757
308,0.09075047932051543
309,0.12194545616327027
310,0.0794793068678028
311,0.0
312,0.09994691016544266
313,0.07585535918352179
314,0.05373301484025693
315,0.08336405013990779
316,0.06296201443660773
317,0.08357619506701149
318,1.1435358001598663
319,0.07860947671473505
320,0.05710733255100222
321,0.1040522129171622
322,0.07493007385062138
323,0.29596869557138056
324,0.06849431840586723
325,0.07665386980330478
326,0.3089541403038513
327,0.07718804385991497
328,0.06517765247327631
329,0.0819848098015999
330,0.20378972592798042
331,0.06058881589503816
332,0.13649280126713148
333,0.09349397374025376
334,0.07113750839369141
335,0.08235620219500726
336,0.1313822369132219
337,0.09261565720924488
338,0.059577313449119575
339,0.1133561045211308
340,0.06745085338696667
341,0.08629253793052127
342,0.10820615031223335
343,0.16679932804105987
344,0.0832355661016553
345,0.0
346,0.08161251224796925
347,0.05787373605761466
348,0.15154676427514593
349,0.09291391018799777
350,0.7389623481471758
351,0.06515704630518003
352,0.0791092466624907
353,0.07938795215373114
354,0.29657108073948674
355,0.052118786575609234
356,0.1513613364501408
357,0.08138262883422176
358,0.052615303369267806
359,0.07136941991486916
360,0.09168110140448095
361,0.1272858510001952
362,0.07816858694410903
363,0.19190464484048436
364,0.0
365,0.057836403027794164
366,0.32536994871448655
367,0.6204778799591126
368,0.0844613526368878
369,0.06496651801905619
370,0.12099686486856594
371,0.0
372,0.08958726356032788
373,0.08942104636685114
374,0.079667844062315
375,0.09211588473377978
376,0.13931860345193475
377,0.09018184797295879
378,0.05707655420735075
379,0.13281862089684485
380,0.0
381,0.07787093451436697
382,0.7239748501139803
383,0.43557427703763196
384,0.1440955101996958
385,0.10063819834364356
386,0.05753258853085676
387,0.16864693958513932
388,0.05245444014076392
389,0.08596852721422073
390,0.465152185574006
391,0.07803938162117655
392,0.08785464047977751
393,0.05915946717967688
394,0.08963837039448043
395,0.06320853641184061
396,0.08818878628699528
397,0.12018781101550516
398,0.9809587354467098
399,0.0717786407260923
400,0.08301189430120262
401,0.11302278735159638
402,0.0
403,0.12640256086043858
404,0.08444485722078995
405,0.07841972939389084
406,0.08648412432616827
407,0.09528579364263047
408,0.0
409,0.06992930089485416
410,0.1459534392544299
411,0.07285009052618242
412,0.1772100096863859
413,0.05950156640232806
414,0.05278346830286516
415,0.798316378636044
416,0.09311627142074455
417,0.06754406568864872
418,0.4359527329343018
419,0.0
420,0.09146785356817043
421,0.10061887129569481
422,0.07900331674413905
423,0.08304516907673552
424,0.09460981747151304
425,0.09906921508986898
426,0.06603364043483541
427,0.09341967522661643
428,0.05338867497777027
429,0.08494245631290574
430,0.7795449747529846
431,0.08629413555322442
432,0.07046839849781818
433,0.0
434,0.34530846971892404
435,0.06510369889156184
436,0.10011285511827873
437,0.07437091653018092
438,0.0
439,0.07937602297096952
440,0.14685176997951915
441,0.1113168810592125
442,0.07889903128431916
443,0.3571275097422511
444,0.0801350574134553
445,0.0630832221556358
446,0.15576399675858857
447,0.20701000017664675
448,0.213695492354123
449,0.08765883141295246
450,0.07343750832527723
451,0.08263549578155688
